,SchoolTo,SchoolToYear,SchoolFrom,SchoolFromYear,Subject,SchoolToCourseDept,SchoolToCourseNo,SchoolToCourseTitle,SchoolToCourseUnits,SchoolFromCourseDept,SchoolFromCourseNo,SchoolFromCourseTitle,SchoolFromCourseUnits
1,"University of California, Berkeley",2019-2020,West Hills College Lemoore,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,San Jose City College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Golden West College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Taft College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Fullerton College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,San Diego Miramar College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Antelope Valley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,MiraCosta College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Cerritos College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Shasta College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Palo Verde College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,San Diego City College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Napa Valley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,West Valley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Mendocino College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Los Medanos College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Canada College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Orange Coast College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Lassen Community College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Evergreen Valley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Mission College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
4,"University of California, Berkeley",2019-2020,West Valley College,2019-2020,Native American Studies,NATAMST,C73AC,Indigenous Peoples in Global Inequality,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Valley College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,San Diego Mesa College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Rio Hondo College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Pasadena City College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Saddleback College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,De Anza College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Hartnell College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Norco College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Mt. San Jacinto College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,West Valley College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Columbia College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Bakersfield College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Sierra College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Woodland Community College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Canada College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Imperial Valley College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Harbor College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Long Beach City College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Shasta College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Santiago Canyon College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Mission College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Berkeley City College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Barbara City College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Foothill College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Reedley College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Laney College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Southwestern College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,San Diego City College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Lassen Community College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Southwest College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Ana College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Cerritos College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Irvine Valley College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Porterville College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Sacramento City College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,San Joaquin Delta College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Palo Verde College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Pierce College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Lake Tahoe Community College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Yuba College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Modesto Junior College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Antelope Valley College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Crafton Hills College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Merced College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Orange Coast College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Rosa Junior College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
0,"University of California, Berkeley",2019-2020,Chaffey College,2019-2020,Near Eastern Studies,NE,STUD 10,Introduction to the Near East,4,,,,
